client_id,district_id,sex,age,age_group,account_id,type,loan_id,date,amount,duration,payments,status,trans_amount,balance
424,1,M,51,50,347.0,OWNER,5045,1995-05-01,187224,24,7801.0,B,171626.4,678093.7
426,72,M,62,60,349.0,OWNER,5046,1998-09-09,42816,12,3568.0,C,14272.0,68554.9
458,68,M,37,30,378.0,OWNER,5051,1997-10-11,230400,60,3840.0,C,57603.0,710508.3
512,60,F,33,30,426.0,OWNER,5060,1994-07-19,252060,60,4201.0,D,214261.19999999998,1322962.0
530,29,F,41,40,440.0,OWNER,5061,1998-03-13,84288,48,1756.0,C,15804.0,479830.5
533,54,F,57,50,442.0,OWNER,5063,1997-07-10,357840,48,7455.0,D,52185.0,227467.7
568,8,F,38,30,472.0,OWNER,5072,1997-04-28,196800,24,8200.0,D,155803.80000000002,1286276.9
603,13,F,32,30,501.0,OWNER,5082,1996-10-24,262980,60,4383.0,C,113950.2,1510026.1
631,70,F,42,40,525.0,OWNER,5086,1997-07-16,210384,48,4383.0,C,74505.9,635850.0
655,32,M,56,50,544.0,OWNER,5088,1996-08-22,91152,24,3798.0,A,91156.79999999999,1552891.2
798,27,F,58,50,666.0,OWNER,5103,1997-11-28,12540,12,1045.0,A,12540.0,724805.2000000001
810,58,F,53,50,675.0,OWNER,5110,1997-04-01,102240,60,1704.0,C,35784.0,823580.1
861,1,F,42,40,718.0,OWNER,5117,1997-08-20,76944,12,6412.0,A,76944.0,491548.6
939,21,M,46,40,785.0,OWNER,5124,1998-02-12,156096,36,4336.0,C,47693.8,563741.7
944,39,M,28,20,789.0,OWNER,5125,1995-11-23,73056,48,1522.0,C,56314.0,656827.1
946,54,M,47,40,790.0,OWNER,5126,1994-07-24,208128,48,4336.0,B,177767.80000000002,1948069.4
968,69,M,41,40,808.0,OWNER,5128,1996-04-11,215616,48,4492.0,D,139260.0,581824.0
976,16,F,43,40,813.0,OWNER,5130,1994-05-11,24312,12,2026.0,A,24308.4,497976.9
980,40,M,37,30,816.0,OWNER,5131,1995-01-08,48624,24,2026.0,A,48616.8,1471563.9
981,5,M,38,30,817.0,OWNER,5132,1995-02-17,538500,60,8975.0,C,412850.0,1553570.8
992,19,M,50,50,825.0,OWNER,5134,1997-02-02,53076,12,4423.0,A,53076.0,381181.9
1020,72,F,21,20,846.0,OWNER,5136,1996-07-28,187104,24,7796.0,A,187092.0,1093551.8
1029,1,F,44,40,854.0,OWNER,5138,1995-05-30,87216,48,1817.0,C,78131.0,1171412.7
1051,73,F,27,20,873.0,OWNER,5140,1998-02-24,178500,60,2975.0,C,29750.0,79581.1
1102,72,M,63,60,915.0,OWNER,5145,1995-09-16,309552,48,6449.0,C,251511.0,2002492.3
1130,70,F,58,50,938.0,OWNER,5147,1998-05-21,22260,60,371.0,C,2597.0,211140.7
1133,37,F,40,40,940.0,OWNER,5148,1996-05-29,284280,60,4738.0,C,146878.0,2632671.7
1157,4,F,40,40,960.0,OWNER,5151,1995-05-24,189060,60,3151.0,C,135493.0,1610676.4
1197,6,F,32,30,993.0,OWNER,5154,1998-07-01,108720,60,1812.0,C,10873.8,228821.8
1208,70,F,23,20,1004.0,OWNER,5158,1998-04-11,188532,36,5237.0,C,47133.0,538837.7
1215,45,M,54,50,1011.0,OWNER,5160,1995-12-18,204000,60,3400.0,C,122418.0,2485487.8000000003
1216,65,F,53,50,1012.0,OWNER,5161,1994-10-28,98184,24,4091.0,A,85906.8,1015517.0
1282,52,M,62,60,1068.0,OWNER,5169,1998-09-24,253200,60,4220.0,C,12658.5,106705.29999999999
1286,52,F,48,40,1071.0,OWNER,5170,1994-01-20,253200,60,4220.0,C,248950.5,2395321.3
1300,45,M,19,10,1083.0,OWNER,5172,1998-04-16,50976,36,1416.0,C,11328.0,222418.9
1311,54,F,42,40,1093.0,OWNER,5174,1997-06-13,385104,48,8023.0,C,144410.4,940776.2
1327,20,F,35,30,1106.0,OWNER,5176,1994-11-12,192552,24,8023.0,B,160456.0,855378.3
1404,11,F,30,30,1166.0,OWNER,5189,1994-02-07,149040,48,3105.0,A,149049.59999999998,2167232.8
1499,74,F,47,40,1242.0,OWNER,5206,1997-09-07,128544,24,5356.0,C,85691.2,673471.6
1501,68,M,52,50,1244.0,OWNER,5207,1997-02-28,35904,48,748.0,C,16456.0,353998.6
1505,65,F,27,20,1247.0,OWNER,5208,1995-03-16,99696,48,2077.0,D,87234.0,2405337.8
1509,62,F,56,50,1250.0,OWNER,5209,1996-11-25,182640,48,3805.0,C,95130.0,925123.8
1511,13,F,36,30,1252.0,OWNER,5210,1997-04-01,148140,36,4115.0,C,86408.7,1105464.4
1516,38,F,52,50,1256.0,OWNER,5212,1995-05-29,71064,36,1974.0,A,71064.0,1205839.9
1533,55,M,38,30,1270.0,OWNER,5214,1997-07-01,74772,36,2077.0,C,37391.4,296449.3
1554,55,M,54,50,1284.0,OWNER,5221,1998-12-05,52512,12,4376.0,C,4375.5,36659.9
1594,56,M,59,50,1318.0,OWNER,5226,1998-10-11,185544,36,5154.0,C,10308.0,15115.3
1608,53,M,57,50,1329.0,OWNER,5229,1997-09-06,23520,12,1960.0,A,23522.4,185763.4
1662,53,M,31,30,1374.0,OWNER,5236,1997-09-15,389136,48,8107.0,C,121609.5,948710.2
1663,19,M,41,40,1375.0,OWNER,5237,1995-08-29,45336,24,1889.0,A,45336.0,1197006.8
1681,34,M,58,50,1389.0,OWNER,5241,1998-09-02,125472,24,5228.0,C,20910.8,197948.3
1705,19,F,53,50,1407.0,OWNER,5245,1998-01-17,125472,24,5228.0,C,57504.7,879104.9
1755,65,F,33,30,1447.0,OWNER,5253,1997-06-03,100080,48,2085.0,C,37524.6,521546.4
1793,41,F,53,50,1480.0,OWNER,5260,1998-01-19,123300,36,3425.0,C,37677.2,502940.1
1816,62,M,47,40,1498.0,OWNER,5265,1998-10-07,165780,60,2763.0,C,5525.6,83765.0
1851,31,F,23,20,1527.0,OWNER,5269,1994-11-19,164052,36,4557.0,B,145830.4,1055357.9
1852,50,M,36,30,1528.0,OWNER,5270,1997-07-21,191088,48,3981.0,C,67677.0,399645.4
1913,69,M,30,30,1580.0,OWNER,5281,1997-11-27,194256,24,8094.0,C,105224.59999999999,477232.6
1917,69,F,29,20,1583.0,OWNER,5282,1996-08-24,388512,48,8094.0,D,194260.8,954208.1
1944,31,F,41,40,1603.0,OWNER,5285,1994-02-06,78936,12,6578.0,A,78936.0,292595.3
1985,6,M,61,60,1638.0,OWNER,5287,1998-01-26,64224,24,2676.0,C,29436.0,367272.1
2008,47,M,58,50,1656.0,OWNER,5293,1998-10-29,189792,48,3954.0,C,7908.6,91619.8
2063,68,F,48,40,1698.0,OWNER,5301,1996-07-06,141948,36,3943.0,C,114347.0,1311540.7
2083,71,M,55,50,1718.0,OWNER,5304,1998-08-20,172272,24,7178.0,C,28712.0,173589.1
2136,28,F,58,50,1762.0,OWNER,5310,1995-04-28,248148,36,6893.0,A,248148.0,1196661.2
2141,28,M,47,40,1766.0,OWNER,5311,1996-06-15,30060,60,501.0,C,15030.0,473483.4
2148,31,F,45,40,1772.0,OWNER,5312,1996-03-13,202788,36,5633.0,C,185889.0,2464508.5
2153,36,F,49,40,1776.0,OWNER,5313,1998-05-27,43200,24,1800.0,C,12600.0,340669.9
2166,30,F,51,50,1787.0,OWNER,5314,1993-07-05,96396,12,8033.0,B,32132.8,227987.9
2181,46,M,30,30,1801.0,OWNER,5316,1993-07-11,165960,36,4610.0,A,165960.0,981372.7999999999
2190,28,M,24,20,1808.0,OWNER,5318,1998-09-30,385584,48,8033.0,C,24099.6,197384.0
2195,68,F,56,50,1811.0,OWNER,5319,1994-06-23,239460,60,3991.0,C,215503.2,1446451.0
2205,55,M,46,40,1819.0,OWNER,5320,1998-01-11,143676,36,3991.0,C,47889.600000000006,733979.9
2235,14,F,58,50,1843.0,OWNER,5325,1993-08-03,105804,36,2939.0,A,105793.2,1429180.8
2259,19,F,48,40,1862.0,OWNER,5329,1996-10-16,396120,60,6602.0,C,171644.19999999998,1873482.8
2267,1,F,32,30,1869.0,OWNER,5332,1998-01-29,37944,36,1054.0,C,11594.0,941402.2
2277,1,M,19,10,1876.0,OWNER,5334,1998-09-10,209040,24,8710.0,C,34840.0,211500.2
2288,32,F,41,40,1886.0,OWNER,5337,1996-07-31,162468,36,4513.0,C,130868.29999999999,485031.4
2291,6,M,41,40,1888.0,OWNER,5338,1997-08-30,57360,12,4780.0,B,52580.0,377489.9
2316,1,M,28,20,1906.0,OWNER,5343,1997-10-08,44952,24,1873.0,C,28092.0,652351.2
2342,70,M,50,50,1928.0,OWNER,5346,1998-12-06,55632,24,2318.0,C,2317.5,36131.7
2392,26,M,43,40,1967.0,OWNER,5350,1996-04-21,249312,48,5194.0,C,166208.0,1369761.2
2403,1,F,35,30,1978.0,OWNER,5351,1994-12-04,205200,36,5700.0,A,205210.80000000002,2070809.7
2422,68,F,22,20,1993.0,OWNER,5352,1995-04-15,68400,12,5700.0,B,62703.3,297364.0
2430,5,M,61,60,2000.0,OWNER,5354,1998-07-14,290820,60,4847.0,C,24235.0,300859.1
2451,42,M,59,50,2018.0,OWNER,5358,1997-01-21,38520,12,3210.0,A,38520.0,133897.5
2470,53,M,55,50,2035.0,OWNER,5360,1998-01-25,176328,36,4898.0,C,53880.2,593773.0
2489,64,F,23,20,2051.0,OWNER,5363,1997-04-22,293880,60,4898.0,D,78371.2,900762.7
2494,37,M,27,20,2055.0,OWNER,5365,1998-07-19,271260,60,4521.0,C,22605.0,47046.100000000006
2501,70,F,58,50,2062.0,OWNER,5366,1996-10-29,86184,12,7182.0,A,86190.0,303765.0
2503,54,F,21,20,2064.0,OWNER,5367,1997-08-26,83628,36,2323.0,C,37163.2,492974.7
2514,59,M,41,40,2073.0,OWNER,5368,1998-10-05,44640,24,1860.0,C,5580.0,102696.70000000001
2522,74,M,61,60,2080.0,OWNER,5369,1997-09-12,214596,36,5961.0,C,95376.0,1273512.3
2550,1,F,22,20,2106.0,OWNER,5375,1996-10-03,101520,12,8460.0,A,101520.0,235337.7
2560,70,F,24,20,2116.0,OWNER,5377,1997-08-04,92400,12,7700.0,A,92397.6,478288.69999999995
2581,52,F,45,40,2134.0,OWNER,5382,1997-03-17,22932,36,637.0,C,13377.0,863790.1
2590,42,F,34,30,2142.0,OWNER,5384,1998-03-07,23328,12,1944.0,C,19440.0,391930.2
2592,1,F,18,10,2143.0,OWNER,5385,1996-09-09,71460,36,1985.0,C,55580.0,569361.7000000001
2606,31,M,55,50,2153.0,OWNER,5388,1996-11-28,61560,12,5130.0,A,61554.0,453658.9
2621,51,M,42,40,2165.0,OWNER,5389,1997-08-22,78600,24,3275.0,C,52396.8,250450.4
2623,16,F,33,30,2167.0,OWNER,5390,1994-10-30,170256,24,7094.0,A,170256.0,1217718.6
2635,67,F,32,30,2176.0,OWNER,5395,1994-07-30,299088,36,8308.0,B,232618.39999999997,968166.7000000001
2647,9,M,58,50,2187.0,OWNER,5398,1997-11-04,53472,12,4456.0,A,53472.0,766242.5
2686,19,F,47,40,2218.0,OWNER,5409,1995-11-18,182040,60,3034.0,C,112258.0,2737879.3
2698,31,F,28,20,2227.0,OWNER,5413,1995-12-12,92976,24,3874.0,A,92968.79999999999,805741.6
2700,34,M,53,50,2228.0,OWNER,5414,1995-03-29,185952,48,3874.0,C,174316.5,1828325.8
2708,73,M,40,40,2236.0,OWNER,5415,1996-09-26,139464,36,3874.0,D,69726.59999999999,366918.7
2719,29,F,34,30,2245.0,OWNER,5418,1995-01-16,347952,48,7249.0,C,340693.60000000003,2864929.2
2720,1,F,49,40,2246.0,OWNER,5419,1997-02-05,415800,60,6930.0,C,159390.0,870775.8
2721,24,F,48,40,2247.0,OWNER,5420,1997-02-24,72504,24,3021.0,C,66462.0,765233.8
2739,13,M,48,40,2262.0,OWNER,5428,1998-12-02,230220,36,6395.0,C,6395.0,47954.9
2746,1,M,27,20,2268.0,OWNER,5429,1996-07-18,20196,36,561.0,C,16269.0,1963888.8
2759,2,M,24,20,2279.0,OWNER,5435,1998-06-01,314688,48,6556.0,C,45894.1,572173.7
2809,33,M,19,10,2322.0,OWNER,5445,1996-06-29,46320,24,1930.0,A,46320.0,1143976.4
2822,50,M,40,40,2334.0,OWNER,5446,1997-08-04,48312,24,2013.0,C,34221.0,547218.7
2823,70,F,52,50,2335.0,OWNER,5447,1997-11-12,541200,60,9020.0,D,90200.0,39328.3
2831,68,F,18,10,2343.0,OWNER,5449,1995-11-04,99336,24,4139.0,A,99336.0,1002652.3
2834,52,M,49,40,2345.0,OWNER,5450,1994-12-11,199680,60,3328.0,C,163081.8,1089329.5
2841,18,F,25,20,2350.0,OWNER,5451,1997-05-11,159744,48,3328.0,C,66564.0,1061503.9
2843,70,F,32,30,2352.0,OWNER,5452,1996-04-29,49440,60,824.0,C,26368.0,2038482.0
2853,28,F,42,40,2361.0,OWNER,5453,1995-04-01,156672,36,4352.0,A,156672.0,518016.6
2915,33,F,44,40,2413.0,OWNER,5463,1998-10-06,17952,12,1496.0,C,4488.0,126590.3
2922,43,M,58,50,2419.0,OWNER,5464,1995-01-30,95808,12,7984.0,A,95811.6,624616.8
2952,52,F,20,20,2445.0,OWNER,5469,1997-12-26,293160,60,4886.0,C,58632.0,609300.0
2966,65,M,43,40,2456.0,OWNER,5470,1996-04-15,200976,48,4187.0,C,133993.6,924615.7999999999
3001,1,M,40,40,2486.0,OWNER,5479,1994-01-10,24516,12,2043.0,A,24516.0,585178.1
3013,51,F,48,40,2496.0,OWNER,5482,1996-01-12,165120,60,2752.0,C,99072.0,812869.0
3038,6,F,52,50,2516.0,OWNER,5486,1997-06-13,466608,48,9721.0,C,174978.0,928491.1
3072,1,M,62,60,2545.0,OWNER,5491,1998-02-13,428784,48,8933.0,C,89330.0,101540.6
3103,64,F,25,20,2572.0,OWNER,5494,1996-06-13,360000,48,7500.0,C,225000.0,2466635.7
3113,60,F,27,20,2580.0,OWNER,5495,1996-08-02,89340,60,1489.0,C,43181.0,1754698.5999999999
3163,1,F,34,30,2622.0,OWNER,5501,1998-05-21,136344,24,5681.0,C,39767.0,280200.89999999997
3251,52,F,36,30,2694.0,OWNER,5519,1994-03-08,91632,12,7636.0,A,91632.0,509035.3
3257,73,F,20,20,2699.0,OWNER,5520,1998-08-30,231168,48,4816.0,C,19264.0,329547.3
3264,63,F,48,40,2705.0,OWNER,5523,1993-12-08,93888,36,2608.0,A,93895.2,1136952.4
3284,2,M,62,60,2720.0,OWNER,5525,1998-04-27,93888,36,2608.0,C,20865.6,323980.0
3291,52,M,51,50,2725.0,OWNER,5526,1998-11-08,69624,36,1934.0,C,3868.0,151262.1
3294,52,M,41,40,2728.0,OWNER,5527,1998-06-15,156420,60,2607.0,C,15642.0,273235.0
3324,26,F,27,20,2753.0,OWNER,5531,1997-09-30,66432,24,2768.0,C,41520.0,500512.8
3326,57,F,46,40,2754.0,OWNER,5532,1997-05-04,335280,48,6985.0,C,139706.0,1247868.4
3335,11,M,31,30,2762.0,OWNER,5533,1994-07-05,111384,24,4641.0,A,111384.0,817876.1
3414,11,F,51,50,2824.0,OWNER,5549,1994-07-16,50460,60,841.0,C,44573.0,3143793.9
3471,1,F,46,40,2872.0,OWNER,5556,1997-05-19,268320,60,4472.0,C,84968.0,234958.5
3517,68,F,45,40,2910.0,OWNER,5561,1998-08-29,437460,60,7291.0,C,29165.2,235343.30000000002
3519,74,M,49,40,2912.0,OWNER,5563,1996-02-29,380160,60,6336.0,C,215424.0,1996895.4
3542,10,M,59,50,2933.0,OWNER,5568,1994-05-17,272520,60,4542.0,C,249810.0,2557502.7
3546,3,M,27,20,2936.0,OWNER,5569,1998-01-20,504000,60,8400.0,C,92400.0,379175.6
3576,1,F,59,50,2962.0,OWNER,5576,1994-12-21,31248,12,2604.0,A,31254.0,797505.9
3601,19,M,60,60,2982.0,OWNER,5582,1998-04-17,41256,12,3438.0,C,27504.0,689224.2
3606,63,M,40,40,2986.0,OWNER,5584,1997-12-06,24792,24,1033.0,C,13429.0,796749.9
3608,66,M,51,50,2988.0,OWNER,5585,1998-07-08,88608,12,7384.0,C,36920.0,264985.0
3616,77,F,34,30,2994.0,OWNER,5586,1996-09-14,48744,36,1354.0,C,36558.0,1652055.2
3629,42,M,51,50,3005.0,OWNER,5589,1998-06-05,390000,48,8125.0,C,56877.1,191796.3
3649,10,F,39,30,3021.0,OWNER,5591,1996-12-04,155616,48,3242.0,C,81045.0,836282.9
3670,44,F,18,10,3037.0,OWNER,5593,1996-04-18,277884,36,7719.0,D,123499.2,302908.4
3687,49,M,26,20,3050.0,OWNER,5595,1994-09-02,82896,12,6908.0,A,82890.0,691568.5
3705,1,F,33,30,3064.0,OWNER,5599,1995-03-21,15420,12,1285.0,A,15420.0,301692.6
3730,59,F,53,50,3084.0,OWNER,5606,1996-08-28,253512,36,7042.0,D,169008.0,551383.2000000001
3763,38,F,21,20,3112.0,OWNER,5610,1996-02-24,123216,48,2567.0,C,87288.20000000001,2272809.2
3767,14,M,62,60,3115.0,OWNER,5611,1996-11-15,321180,60,5353.0,C,133832.5,932403.4
3793,39,F,47,40,3137.0,OWNER,5614,1998-09-21,253560,60,4226.0,C,12679.5,135231.6
3800,38,F,44,40,3143.0,OWNER,5616,1998-05-15,130896,24,5454.0,C,38178.0,349808.9
3822,48,M,45,40,3161.0,OWNER,5620,1998-06-16,30012,12,2501.0,C,15006.0,396932.9
3829,59,M,26,20,3166.0,OWNER,5624,1995-01-03,177744,48,3703.0,D,166626.0,2520733.9
3855,29,M,59,50,3189.0,OWNER,5625,1996-12-15,222180,60,3703.0,D,74056.0,566244.8
3906,64,M,62,60,3229.0,OWNER,5634,1997-05-01,39024,12,3252.0,A,39026.399999999994,422843.5
3907,1,F,44,40,3230.0,OWNER,5635,1996-10-04,77184,36,2144.0,C,57888.0,1113481.9
3929,74,M,42,40,3249.0,OWNER,5638,1997-08-27,68124,12,5677.0,A,68124.0,555856.3
3962,74,M,46,40,3273.0,OWNER,5643,1997-09-21,94512,12,7876.0,B,70884.0,506623.2
3984,1,F,34,30,3293.0,OWNER,5644,1998-11-27,276084,36,7669.0,C,7668.7,73925.8
4024,3,M,34,30,3329.0,OWNER,5651,1997-12-08,19248,12,1604.0,A,19248.0,449756.7
4055,74,F,46,40,3353.0,OWNER,5656,1997-02-09,146064,24,6086.0,C,133896.4,697427.1
4056,63,F,46,40,3354.0,OWNER,5657,1994-07-05,4980,12,415.0,A,4980.0,404426.9
4099,12,F,53,50,3390.0,OWNER,5665,1998-03-11,40632,12,3386.0,C,33855.0,613892.5
4114,63,M,34,30,3403.0,OWNER,5669,1998-06-27,71820,36,1995.0,C,11970.0,292191.6
4132,42,M,36,30,3418.0,OWNER,5674,1997-06-10,207264,48,4318.0,C,82042.0,762752.3
4169,58,F,18,10,3448.0,OWNER,5681,1997-10-20,68664,24,2861.0,C,40049.799999999996,497238.5
4177,34,M,63,60,3455.0,OWNER,5682,1997-03-07,67464,12,5622.0,A,67470.0,517535.6
4182,16,M,57,50,3460.0,OWNER,5683,1998-05-29,140688,48,2931.0,C,20517.0,108284.5
4217,9,F,47,40,3489.0,OWNER,5693,1995-08-01,44088,24,1837.0,A,44088.0,1085878.5
4291,58,F,47,40,3556.0,OWNER,5698,1998-09-22,174840,60,2914.0,C,8741.400000000001,120001.0
4299,50,F,21,20,3562.0,OWNER,5699,1998-05-24,174960,24,7290.0,C,51033.5,436068.69999999995
4352,72,M,27,20,3608.0,OWNER,5706,1996-05-24,161496,36,4486.0,C,139066.0,1416727.2
4377,48,M,20,20,3629.0,OWNER,5713,1995-05-30,158760,60,2646.0,C,113756.5,1114799.1
4386,53,F,53,50,3637.0,OWNER,5718,1997-09-01,14028,12,1169.0,A,14028.0,778731.8
4417,1,M,22,20,3664.0,OWNER,5719,1997-09-20,271584,48,5658.0,C,84870.0,951213.4
4428,38,M,44,40,3674.0,OWNER,5723,1994-09-10,23628,12,1969.0,A,23624.4,661465.7
4433,1,M,30,30,3678.0,OWNER,5724,1995-02-05,316140,60,5269.0,D,216029.0,221384.6
4434,64,M,34,30,3679.0,OWNER,5725,1996-07-23,444864,48,9268.0,C,268772.0,993585.4
4474,3,F,34,30,3711.0,OWNER,5731,1997-11-05,460980,60,7683.0,D,69148.8,70705.4
4520,1,F,41,40,3747.0,OWNER,5739,1995-01-02,76380,12,6365.0,A,76380.0,184798.2
4527,1,F,35,30,3752.0,OWNER,5740,1995-04-02,18564,12,1547.0,A,18564.0,717806.2
4529,37,M,22,20,3754.0,OWNER,5741,1996-11-03,68544,24,2856.0,A,68544.0,1215205.1
4584,7,F,49,40,3804.0,OWNER,5750,1996-02-08,63252,12,5271.0,A,63248.399999999994,594001.2
4620,54,F,59,50,3834.0,OWNER,5754,1994-09-28,23052,12,1921.0,A,23052.0,426201.3
4652,53,M,36,30,3859.0,OWNER,5758,1997-05-02,307200,60,5120.0,D,51202.0,256624.1
4656,1,M,56,50,3862.0,OWNER,5760,1998-09-18,74916,36,2081.0,C,6242.400000000001,219971.2
4672,44,M,49,40,3875.0,OWNER,5765,1998-02-10,153936,24,6414.0,C,64137.0,706028.6
4710,52,F,37,30,3906.0,OWNER,5772,1998-03-08,334620,60,5577.0,C,55773.0,490204.5
4712,37,F,38,30,3907.0,OWNER,5773,1998-03-16,133848,24,5577.0,C,50195.700000000004,342294.4
4722,8,M,26,20,3916.0,OWNER,5774,1998-07-12,96984,36,2694.0,C,16162.199999999999,75963.3
4754,27,F,59,50,3942.0,OWNER,5779,1997-10-14,107352,36,2982.0,C,41755.0,678367.4
4768,1,F,38,30,3953.0,OWNER,5782,1998-01-04,63576,12,5298.0,C,47679.299999999996,665811.0
4786,54,M,60,60,3967.0,OWNER,5784,1997-03-29,84600,36,2350.0,D,46990.0,953348.4
4861,57,F,21,20,4033.0,OWNER,5790,1997-03-20,84288,48,1756.0,C,36876.0,788745.3
4882,36,M,20,20,4052.0,OWNER,5799,1997-12-28,106128,36,2948.0,C,35376.0,642216.4
4916,52,M,59,50,4079.0,OWNER,5804,1995-04-05,158976,48,3312.0,C,149040.0,1905884.1
4918,11,M,30,30,4081.0,OWNER,5805,1995-11-28,137904,24,5746.0,B,97682.0,68893.4
4937,54,F,38,30,4099.0,OWNER,5808,1997-07-31,41856,48,872.0,C,14824.0,857662.1
4956,6,M,52,50,4116.0,OWNER,5815,1998-06-03,151200,36,4200.0,C,29401.399999999998,220003.7
4968,50,M,60,60,4127.0,OWNER,5817,1997-08-15,100800,24,4200.0,D,12600.599999999999,116089.8
4993,1,F,25,20,4144.0,OWNER,5823,1998-06-21,212976,36,5916.0,C,35494.2,185368.6
5050,62,M,47,40,4190.0,OWNER,5830,1997-08-28,405780,60,6763.0,C,108208.0,499344.3
5133,66,F,39,30,4259.0,OWNER,5836,1994-08-27,79632,24,3318.0,A,79632.0,869875.6
5134,58,F,31,30,4260.0,OWNER,5837,1994-06-29,244560,60,4076.0,C,220077.0,1465321.3
5143,77,M,25,20,4268.0,OWNER,5841,1998-11-04,41988,12,3499.0,C,6998.0,101668.29999999999
5171,64,F,42,40,4293.0,OWNER,5850,1997-05-22,164196,36,4561.0,C,86659.0,1148663.6
5203,61,F,53,50,4320.0,OWNER,5856,1997-08-09,51360,12,4280.0,B,47080.0,444366.1
5224,29,M,49,40,4337.0,OWNER,5861,1994-12-08,51408,24,2142.0,A,51408.0,1357882.5
5232,74,F,50,50,4342.0,OWNER,5862,1997-12-09,100128,24,4172.0,C,54236.0,1025638.8
5245,38,F,56,50,4354.0,OWNER,5865,1998-10-30,327660,60,5461.0,C,10922.6,146678.0
5253,69,F,52,50,4361.0,OWNER,5868,1997-03-29,90156,12,7513.0,A,90152.4,570097.2
5318,74,M,30,30,4413.0,OWNER,5876,1995-02-08,221280,48,4610.0,C,216670.0,2314685.4
5320,17,F,47,40,4414.0,OWNER,5877,1995-02-23,97224,24,4051.0,A,97224.0,750804.1
5322,73,F,42,40,4415.0,OWNER,5878,1997-04-01,74040,12,6170.0,A,74040.0,631837.6
5333,39,F,31,30,4423.0,OWNER,5880,1995-10-31,73836,36,2051.0,A,73836.0,1001868.2
5337,1,M,37,30,4427.0,OWNER,5882,1994-09-26,87816,12,7318.0,A,87816.0,167193.6
5364,62,M,34,30,4447.0,OWNER,5886,1996-10-31,192744,36,5354.0,C,139191.0,844632.0
5366,60,F,27,20,4448.0,OWNER,5887,1994-10-03,192744,36,5354.0,A,192726.0,2466712.4
5376,14,M,28,20,4456.0,OWNER,5889,1998-02-09,321240,60,5354.0,C,58888.5,568012.8
5384,73,M,63,60,4462.0,OWNER,5892,1996-05-14,66480,24,2770.0,B,44324.8,292202.0
5389,17,M,30,30,4467.0,OWNER,5893,1998-08-03,86184,36,2394.0,C,11972.5,117875.7
5395,45,M,37,30,4473.0,OWNER,5895,1997-01-03,93960,60,1566.0,C,37584.0,1501151.9
5399,24,F,26,20,4476.0,OWNER,5897,1996-09-25,15192,24,633.0,A,15192.0,639981.1
5433,50,M,23,20,4503.0,OWNER,5900,1996-01-01,135360,48,2820.0,C,101512.8,1868721.7
5468,68,F,54,50,4533.0,OWNER,5906,1998-05-05,81144,36,2254.0,C,18028.0,347285.2
5487,56,F,51,50,4550.0,OWNER,5909,1998-01-03,61320,60,1022.0,C,12264.0,322263.5
