account_id,district_id,frequency,date
2023,68, MONTHLY_ISSUANCE_(MI),26/01/1993
6473,12, MONTHLY_ISSUANCE_(MI),26/01/1993
1649,46, MONTHLY_ISSUANCE_(MI),26/01/1993
2670,13, MONTHLY_ISSUANCE_(MI),27/01/1993
1127,27, MONTHLY_ISSUANCE_(MI),27/01/1993
163,30, MONTHLY_ISSUANCE_(MI),27/01/1993
2566,48, MONTHLY_ISSUANCE_(MI),27/01/1993
9,70, MONTHLY_ISSUANCE_(MI),27/01/1993
1144,59, MONTHLY_ISSUANCE_(MI),28/01/1993
2902,32, MONTHLY_ISSUANCE_(MI),28/01/1993
4296,63, MONTHLY_ISSUANCE_(MI),28/01/1993
443,64, MONTHLY_ISSUANCE_(MI),28/01/1993
3693,61, MONTHLY_ISSUANCE_(MI),29/01/1993
2070,72, MONTHLY_ISSUANCE_(MI),29/01/1993
1843,12, MONTHLY_ISSUANCE_(MI),30/01/1993
2714,1, MONTHLY_ISSUANCE_(MI),30/01/1993
4078,40, MONTHLY_ISSUANCE_(MI),30/01/1993
1675,36, MONTHLY_ISSUANCE_(MI),01/02/1993
5868,44, MONTHLY_ISSUANCE_(MI),02/02/1993
1805,1, MONTHLY_ISSUANCE_(MI),02/02/1993
2434,17, MONTHLY_ISSUANCE_(MI),02/02/1993
3007,16, MONTHLY_ISSUANCE_(MI),02/02/1993
2574,68, MONTHLY_ISSUANCE_(MI),02/02/1993
862,64,WEEKLY_ISSUANCE_(WI),02/02/1993
1132,1,WEEKLY_ISSUANCE_(WI),03/02/1993
4484,54, MONTHLY_ISSUANCE_(MI),03/02/1993
943,1, MONTHLY_ISSUANCE_(MI),03/02/1993
3514,7, MONTHLY_ISSUANCE_(MI),03/02/1993
3983,67, MONTHLY_ISSUANCE_(MI),04/02/1993
9265,1, MONTHLY_ISSUANCE_(MI),04/02/1993
465,32, MONTHLY_ISSUANCE_(MI),04/02/1993
982,54, MONTHLY_ISSUANCE_(MI),05/02/1993
411,70, MONTHLY_ISSUANCE_(MI),05/02/1993
890,14, MONTHLY_ISSUANCE_(MI),05/02/1993
627,63, MONTHLY_ISSUANCE_(MI),05/02/1993
2429,61, MONTHLY_ISSUANCE_(MI),06/02/1993
3960,64, MONTHLY_ISSUANCE_(MI),06/02/1993
2256,48, MONTHLY_ISSUANCE_(MI),06/02/1993
8051,1,WEEKLY_ISSUANCE_(WI),07/02/1993
2647,73, MONTHLY_ISSUANCE_(MI),08/02/1993
2241,6, MONTHLY_ISSUANCE_(MI),08/02/1993
5622,70, MONTHLY_ISSUANCE_(MI),08/02/1993
2884,1, MONTHLY_ISSUANCE_(MI),08/02/1993
1830,10, MONTHLY_ISSUANCE_(MI),08/02/1993
7753,74, MONTHLY_ISSUANCE_(MI),08/02/1993
244,24, MONTHLY_ISSUANCE_(MI),08/02/1993
1477,1, MONTHLY_ISSUANCE_(MI),08/02/1993
4240,50, MONTHLY_ISSUANCE_(MI),08/02/1993
1006,6, MONTHLY_ISSUANCE_(MI),08/02/1993
830,74, MONTHLY_ISSUANCE_(MI),08/02/1993
9188,45, MONTHLY_ISSUANCE_(MI),08/02/1993
1965,57,ISSUANCE_AFTER_TRANSACTION_(TI),08/02/1993
1134,6, MONTHLY_ISSUANCE_(MI),09/02/1993
1601,10, MONTHLY_ISSUANCE_(MI),09/02/1993
2861,38, MONTHLY_ISSUANCE_(MI),10/02/1993
813,16, MONTHLY_ISSUANCE_(MI),10/02/1993
2585,75, MONTHLY_ISSUANCE_(MI),10/02/1993
2220,16, MONTHLY_ISSUANCE_(MI),10/02/1993
2763,64, MONTHLY_ISSUANCE_(MI),11/02/1993
2342,51, MONTHLY_ISSUANCE_(MI),11/02/1993
1944,72, MONTHLY_ISSUANCE_(MI),12/02/1993
1966,27, MONTHLY_ISSUANCE_(MI),12/02/1993
1801,46, MONTHLY_ISSUANCE_(MI),13/02/1993
2543,68, MONTHLY_ISSUANCE_(MI),13/02/1993
2293,31, MONTHLY_ISSUANCE_(MI),13/02/1993
11013,1,WEEKLY_ISSUANCE_(WI),14/02/1993
2423,30, MONTHLY_ISSUANCE_(MI),14/02/1993
142,51, MONTHLY_ISSUANCE_(MI),15/02/1993
3424,74, MONTHLY_ISSUANCE_(MI),16/02/1993
539,13,ISSUANCE_AFTER_TRANSACTION_(TI),16/02/1993
979,21, MONTHLY_ISSUANCE_(MI),16/02/1993
3554,66, MONTHLY_ISSUANCE_(MI),16/02/1993
3545,51, MONTHLY_ISSUANCE_(MI),17/02/1993
3047,16, MONTHLY_ISSUANCE_(MI),17/02/1993
3374,21, MONTHLY_ISSUANCE_(MI),17/02/1993
96,68, MONTHLY_ISSUANCE_(MI),18/02/1993
461,30, MONTHLY_ISSUANCE_(MI),18/02/1993
3593,1, MONTHLY_ISSUANCE_(MI),18/02/1993
3026,24, MONTHLY_ISSUANCE_(MI),18/02/1993
1054,10, MONTHLY_ISSUANCE_(MI),19/02/1993
2433,71, MONTHLY_ISSUANCE_(MI),19/02/1993
3691,50, MONTHLY_ISSUANCE_(MI),19/02/1993
3787,70, MONTHLY_ISSUANCE_(MI),19/02/1993
128,2, MONTHLY_ISSUANCE_(MI),19/02/1993
3168,39, MONTHLY_ISSUANCE_(MI),20/02/1993
4937,12, MONTHLY_ISSUANCE_(MI),20/02/1993
2124,69, MONTHLY_ISSUANCE_(MI),20/02/1993
322,1, MONTHLY_ISSUANCE_(MI),20/02/1993
4355,31, MONTHLY_ISSUANCE_(MI),21/02/1993
1678,1, MONTHLY_ISSUANCE_(MI),22/02/1993
2396,2, MONTHLY_ISSUANCE_(MI),22/02/1993
1005,54,WEEKLY_ISSUANCE_(WI),23/02/1993
697,28, MONTHLY_ISSUANCE_(MI),23/02/1993
925,59, MONTHLY_ISSUANCE_(MI),23/02/1993
2110,64, MONTHLY_ISSUANCE_(MI),23/02/1993
1366,60, MONTHLY_ISSUANCE_(MI),24/02/1993
1050,57,ISSUANCE_AFTER_TRANSACTION_(TI),24/02/1993
3117,33, MONTHLY_ISSUANCE_(MI),24/02/1993
562,50, MONTHLY_ISSUANCE_(MI),25/02/1993
5369,54, MONTHLY_ISSUANCE_(MI),25/02/1993
2242,7,WEEKLY_ISSUANCE_(WI),25/02/1993
197,1, MONTHLY_ISSUANCE_(MI),25/02/1993
496,69, MONTHLY_ISSUANCE_(MI),26/02/1993
2,1, MONTHLY_ISSUANCE_(MI),26/02/1993
7401,1, MONTHLY_ISSUANCE_(MI),26/02/1993
2486,1, MONTHLY_ISSUANCE_(MI),27/02/1993
428,1, MONTHLY_ISSUANCE_(MI),27/02/1993
3651,23, MONTHLY_ISSUANCE_(MI),27/02/1993
1775,17, MONTHLY_ISSUANCE_(MI),27/02/1993
1688,70, MONTHLY_ISSUANCE_(MI),27/02/1993
361,51, MONTHLY_ISSUANCE_(MI),27/02/1993
1829,43, MONTHLY_ISSUANCE_(MI),27/02/1993
1575,1, MONTHLY_ISSUANCE_(MI),27/02/1993
9203,70, MONTHLY_ISSUANCE_(MI),27/02/1993
3008,72, MONTHLY_ISSUANCE_(MI),27/02/1993
239,69,WEEKLY_ISSUANCE_(WI),01/03/1993
3302,21, MONTHLY_ISSUANCE_(MI),02/03/1993
415,25, MONTHLY_ISSUANCE_(MI),03/03/1993
3513,20, MONTHLY_ISSUANCE_(MI),03/03/1993
4134,7, MONTHLY_ISSUANCE_(MI),03/03/1993
1077,14, MONTHLY_ISSUANCE_(MI),03/03/1993
1713,43, MONTHLY_ISSUANCE_(MI),03/03/1993
1378,59, MONTHLY_ISSUANCE_(MI),04/03/1993
2503,1, MONTHLY_ISSUANCE_(MI),05/03/1993
559,46, MONTHLY_ISSUANCE_(MI),05/03/1993
6555,38,WEEKLY_ISSUANCE_(WI),05/03/1993
744,42, MONTHLY_ISSUANCE_(MI),06/03/1993
882,9, MONTHLY_ISSUANCE_(MI),06/03/1993
86,54, MONTHLY_ISSUANCE_(MI),07/03/1993
1126,56, MONTHLY_ISSUANCE_(MI),08/03/1993
2666,49, MONTHLY_ISSUANCE_(MI),08/03/1993
944,70, MONTHLY_ISSUANCE_(MI),08/03/1993
1545,1, MONTHLY_ISSUANCE_(MI),08/03/1993
2453,1, MONTHLY_ISSUANCE_(MI),08/03/1993
3734,43, MONTHLY_ISSUANCE_(MI),08/03/1993
3935,23, MONTHLY_ISSUANCE_(MI),08/03/1993
396,21, MONTHLY_ISSUANCE_(MI),08/03/1993
2694,7, MONTHLY_ISSUANCE_(MI),08/03/1993
4596,74, MONTHLY_ISSUANCE_(MI),09/03/1993
2489,72, MONTHLY_ISSUANCE_(MI),09/03/1993
2895,19, MONTHLY_ISSUANCE_(MI),09/03/1993
317,76, MONTHLY_ISSUANCE_(MI),10/03/1993
2555,53, MONTHLY_ISSUANCE_(MI),10/03/1993
494,60, MONTHLY_ISSUANCE_(MI),11/03/1993
2219,60, MONTHLY_ISSUANCE_(MI),11/03/1993
2581,72, MONTHLY_ISSUANCE_(MI),11/03/1993
112,6, MONTHLY_ISSUANCE_(MI),12/03/1993
3674,38, MONTHLY_ISSUANCE_(MI),12/03/1993
2039,44, MONTHLY_ISSUANCE_(MI),12/03/1993
2712,9, MONTHLY_ISSUANCE_(MI),12/03/1993
395,1, MONTHLY_ISSUANCE_(MI),12/03/1993
2974,9, MONTHLY_ISSUANCE_(MI),13/03/1993
123,21, MONTHLY_ISSUANCE_(MI),13/03/1993
9640,1, MONTHLY_ISSUANCE_(MI),13/03/1993
3108,53, MONTHLY_ISSUANCE_(MI),14/03/1993
2508,34, MONTHLY_ISSUANCE_(MI),14/03/1993
2458,40,WEEKLY_ISSUANCE_(WI),14/03/1993
588,66, MONTHLY_ISSUANCE_(MI),14/03/1993
7231,10, MONTHLY_ISSUANCE_(MI),14/03/1993
6701,49,WEEKLY_ISSUANCE_(WI),15/03/1993
3883,72, MONTHLY_ISSUANCE_(MI),15/03/1993
222,37, MONTHLY_ISSUANCE_(MI),15/03/1993
2497,65, MONTHLY_ISSUANCE_(MI),16/03/1993
1372,1, MONTHLY_ISSUANCE_(MI),16/03/1993
3835,50, MONTHLY_ISSUANCE_(MI),16/03/1993
7445,64, MONTHLY_ISSUANCE_(MI),18/03/1993
2527,38, MONTHLY_ISSUANCE_(MI),19/03/1993
425,9, MONTHLY_ISSUANCE_(MI),19/03/1993
860,1, MONTHLY_ISSUANCE_(MI),19/03/1993
6034,6,WEEKLY_ISSUANCE_(WI),19/03/1993
11065,11, MONTHLY_ISSUANCE_(MI),19/03/1993
9883,1, MONTHLY_ISSUANCE_(MI),19/03/1993
115,68, MONTHLY_ISSUANCE_(MI),19/03/1993
1189,59, MONTHLY_ISSUANCE_(MI),19/03/1993
3675,64, MONTHLY_ISSUANCE_(MI),20/03/1993
3069,66, MONTHLY_ISSUANCE_(MI),20/03/1993
2762,19, MONTHLY_ISSUANCE_(MI),20/03/1993
892,70, MONTHLY_ISSUANCE_(MI),20/03/1993
1535,46, MONTHLY_ISSUANCE_(MI),20/03/1993
2618,60, MONTHLY_ISSUANCE_(MI),21/03/1993
2651,2, MONTHLY_ISSUANCE_(MI),21/03/1993
5442,34, MONTHLY_ISSUANCE_(MI),22/03/1993
1787,30,WEEKLY_ISSUANCE_(WI),22/03/1993
1397,17, MONTHLY_ISSUANCE_(MI),22/03/1993
3785,10, MONTHLY_ISSUANCE_(MI),24/03/1993
623,1, MONTHLY_ISSUANCE_(MI),24/03/1993
8260,31, MONTHLY_ISSUANCE_(MI),24/03/1993
3678,1, MONTHLY_ISSUANCE_(MI),24/03/1993
3001,1, MONTHLY_ISSUANCE_(MI),24/03/1993
655,53, MONTHLY_ISSUANCE_(MI),24/03/1993
4093,1, MONTHLY_ISSUANCE_(MI),25/03/1993
3260,68, MONTHLY_ISSUANCE_(MI),25/03/1993
2528,65, MONTHLY_ISSUANCE_(MI),25/03/1993
2011,75, MONTHLY_ISSUANCE_(MI),25/03/1993
1721,68, MONTHLY_ISSUANCE_(MI),25/03/1993
1332,59, MONTHLY_ISSUANCE_(MI),25/03/1993
1402,74, MONTHLY_ISSUANCE_(MI),26/03/1993
3283,68, MONTHLY_ISSUANCE_(MI),26/03/1993
3781,31, MONTHLY_ISSUANCE_(MI),26/03/1993
7203,71, MONTHLY_ISSUANCE_(MI),26/03/1993
1065,72, MONTHLY_ISSUANCE_(MI),27/03/1993
3076,54, MONTHLY_ISSUANCE_(MI),27/03/1993
4347,1, MONTHLY_ISSUANCE_(MI),27/03/1993
1157,7, MONTHLY_ISSUANCE_(MI),27/03/1993
9403,1,WEEKLY_ISSUANCE_(WI),27/03/1993
1874,9, MONTHLY_ISSUANCE_(MI),27/03/1993
1115,34, MONTHLY_ISSUANCE_(MI),27/03/1993
3586,59, MONTHLY_ISSUANCE_(MI),27/03/1993
62,47, MONTHLY_ISSUANCE_(MI),28/03/1993
1771,69, MONTHLY_ISSUANCE_(MI),28/03/1993
5483,13, MONTHLY_ISSUANCE_(MI),28/03/1993
8330,48, MONTHLY_ISSUANCE_(MI),28/03/1993
187,5, MONTHLY_ISSUANCE_(MI),28/03/1993
423,12, MONTHLY_ISSUANCE_(MI),28/03/1993
6425,31, MONTHLY_ISSUANCE_(MI),29/03/1993
2493,62, MONTHLY_ISSUANCE_(MI),29/03/1993
2896,29, MONTHLY_ISSUANCE_(MI),30/03/1993
2245,29, MONTHLY_ISSUANCE_(MI),30/03/1993
3923,52, MONTHLY_ISSUANCE_(MI),30/03/1993
1898,70, MONTHLY_ISSUANCE_(MI),01/04/1993
3367,1, MONTHLY_ISSUANCE_(MI),01/04/1993
3391,74, MONTHLY_ISSUANCE_(MI),01/04/1993
8519,23, MONTHLY_ISSUANCE_(MI),02/04/1993
1780,1, MONTHLY_ISSUANCE_(MI),02/04/1993
3915,65, MONTHLY_ISSUANCE_(MI),02/04/1993
3980,75, MONTHLY_ISSUANCE_(MI),03/04/1993
4350,63, MONTHLY_ISSUANCE_(MI),04/04/1993
686,41, MONTHLY_ISSUANCE_(MI),04/04/1993
362,15, MONTHLY_ISSUANCE_(MI),04/04/1993
299,77, MONTHLY_ISSUANCE_(MI),05/04/1993
2488,5, MONTHLY_ISSUANCE_(MI),06/04/1993
2985,71, MONTHLY_ISSUANCE_(MI),06/04/1993
385,5, MONTHLY_ISSUANCE_(MI),07/04/1993
2817,56, MONTHLY_ISSUANCE_(MI),07/04/1993
2056,58, MONTHLY_ISSUANCE_(MI),07/04/1993
2002,1, MONTHLY_ISSUANCE_(MI),08/04/1993
748,10, MONTHLY_ISSUANCE_(MI),08/04/1993
220,72, MONTHLY_ISSUANCE_(MI),09/04/1993
1422,68, MONTHLY_ISSUANCE_(MI),09/04/1993
1147,44, MONTHLY_ISSUANCE_(MI),10/04/1993
3788,70, MONTHLY_ISSUANCE_(MI),10/04/1993
1891,32, MONTHLY_ISSUANCE_(MI),10/04/1993
1239,1, MONTHLY_ISSUANCE_(MI),10/04/1993
8321,77, MONTHLY_ISSUANCE_(MI),12/04/1993
3213,51, MONTHLY_ISSUANCE_(MI),12/04/1993
2838,3,WEEKLY_ISSUANCE_(WI),13/04/1993
3644,38, MONTHLY_ISSUANCE_(MI),13/04/1993
4318,33,WEEKLY_ISSUANCE_(WI),13/04/1993
2648,51, MONTHLY_ISSUANCE_(MI),13/04/1993
2313,26,WEEKLY_ISSUANCE_(WI),13/04/1993
5428,24, MONTHLY_ISSUANCE_(MI),14/04/1993
7123,64,ISSUANCE_AFTER_TRANSACTION_(TI),14/04/1993
279,39, MONTHLY_ISSUANCE_(MI),14/04/1993
104,37, MONTHLY_ISSUANCE_(MI),15/04/1993
497,55, MONTHLY_ISSUANCE_(MI),15/04/1993
1152,45, MONTHLY_ISSUANCE_(MI),15/04/1993
83,26, MONTHLY_ISSUANCE_(MI),16/04/1993
2008,52, MONTHLY_ISSUANCE_(MI),16/04/1993
3327,45, MONTHLY_ISSUANCE_(MI),16/04/1993
5740,43, MONTHLY_ISSUANCE_(MI),16/04/1993
8132,5,WEEKLY_ISSUANCE_(WI),17/04/1993
10738,45,WEEKLY_ISSUANCE_(WI),17/04/1993
2216,74, MONTHLY_ISSUANCE_(MI),17/04/1993
1815,66, MONTHLY_ISSUANCE_(MI),17/04/1993
2823,57, MONTHLY_ISSUANCE_(MI),18/04/1993
4321,47, MONTHLY_ISSUANCE_(MI),18/04/1993
1773,33, MONTHLY_ISSUANCE_(MI),19/04/1993
7454,4, MONTHLY_ISSUANCE_(MI),19/04/1993
188,54, MONTHLY_ISSUANCE_(MI),20/04/1993
10973,18,WEEKLY_ISSUANCE_(WI),20/04/1993
2599,48, MONTHLY_ISSUANCE_(MI),20/04/1993
1166,11, MONTHLY_ISSUANCE_(MI),21/04/1993
504,73, MONTHLY_ISSUANCE_(MI),21/04/1993
1518,67, MONTHLY_ISSUANCE_(MI),21/04/1993
2189,75, MONTHLY_ISSUANCE_(MI),22/04/1993
6040,1, MONTHLY_ISSUANCE_(MI),22/04/1993
2876,52, MONTHLY_ISSUANCE_(MI),22/04/1993
1505,69, MONTHLY_ISSUANCE_(MI),23/04/1993
6897,48, MONTHLY_ISSUANCE_(MI),23/04/1993
4377,28, MONTHLY_ISSUANCE_(MI),24/04/1993
717,75, MONTHLY_ISSUANCE_(MI),24/04/1993
9707,70, MONTHLY_ISSUANCE_(MI),24/04/1993
2814,72, MONTHLY_ISSUANCE_(MI),25/04/1993
3068,59, MONTHLY_ISSUANCE_(MI),25/04/1993
1476,61, MONTHLY_ISSUANCE_(MI),26/04/1993
897,38, MONTHLY_ISSUANCE_(MI),26/04/1993
977,1, MONTHLY_ISSUANCE_(MI),26/04/1993
2639,17, MONTHLY_ISSUANCE_(MI),26/04/1993
1032,11, MONTHLY_ISSUANCE_(MI),26/04/1993
928,20, MONTHLY_ISSUANCE_(MI),26/04/1993
168,31, MONTHLY_ISSUANCE_(MI),27/04/1993
2175,1, MONTHLY_ISSUANCE_(MI),27/04/1993
10105,55, MONTHLY_ISSUANCE_(MI),28/04/1993
1392,60, MONTHLY_ISSUANCE_(MI),28/04/1993
3697,45, MONTHLY_ISSUANCE_(MI),29/04/1993
5313,40, MONTHLY_ISSUANCE_(MI),29/04/1993
2222,47, MONTHLY_ISSUANCE_(MI),01/05/1993
2641,7, MONTHLY_ISSUANCE_(MI),02/05/1993
5423,15, MONTHLY_ISSUANCE_(MI),02/05/1993
2609,73, MONTHLY_ISSUANCE_(MI),03/05/1993
5472,1, MONTHLY_ISSUANCE_(MI),04/05/1993
2932,72, MONTHLY_ISSUANCE_(MI),04/05/1993
4254,70, MONTHLY_ISSUANCE_(MI),04/05/1993
3965,31, MONTHLY_ISSUANCE_(MI),04/05/1993
10656,8, MONTHLY_ISSUANCE_(MI),05/05/1993
887,1, MONTHLY_ISSUANCE_(MI),05/05/1993
4743,64, MONTHLY_ISSUANCE_(MI),05/05/1993
1048,35, MONTHLY_ISSUANCE_(MI),05/05/1993
1671,6, MONTHLY_ISSUANCE_(MI),05/05/1993
1236,19, MONTHLY_ISSUANCE_(MI),05/05/1993
1822,30, MONTHLY_ISSUANCE_(MI),05/05/1993
3316,28, MONTHLY_ISSUANCE_(MI),06/05/1993
2037,20, MONTHLY_ISSUANCE_(MI),06/05/1993
10079,62, MONTHLY_ISSUANCE_(MI),06/05/1993
3999,35, MONTHLY_ISSUANCE_(MI),06/05/1993
551,77, MONTHLY_ISSUANCE_(MI),07/05/1993
1200,33, MONTHLY_ISSUANCE_(MI),07/05/1993
1161,66, MONTHLY_ISSUANCE_(MI),08/05/1993
5372,48, MONTHLY_ISSUANCE_(MI),08/05/1993
3050,60, MONTHLY_ISSUANCE_(MI),08/05/1993
1784,59, MONTHLY_ISSUANCE_(MI),08/05/1993
1603,1, MONTHLY_ISSUANCE_(MI),09/05/1993
1887,68, MONTHLY_ISSUANCE_(MI),09/05/1993
1644,1, MONTHLY_ISSUANCE_(MI),09/05/1993
1658,73, MONTHLY_ISSUANCE_(MI),10/05/1993
44,32, MONTHLY_ISSUANCE_(MI),10/05/1993
1039,70,WEEKLY_ISSUANCE_(WI),10/05/1993
1071,68,WEEKLY_ISSUANCE_(WI),10/05/1993
2410,54, MONTHLY_ISSUANCE_(MI),11/05/1993
2523,10, MONTHLY_ISSUANCE_(MI),11/05/1993
790,54, MONTHLY_ISSUANCE_(MI),11/05/1993
2583,62, MONTHLY_ISSUANCE_(MI),11/05/1993
1782,8, MONTHLY_ISSUANCE_(MI),12/05/1993
751,3, MONTHLY_ISSUANCE_(MI),12/05/1993
2061,24, MONTHLY_ISSUANCE_(MI),12/05/1993
8261,13, MONTHLY_ISSUANCE_(MI),12/05/1993
2321,35, MONTHLY_ISSUANCE_(MI),13/05/1993
1334,74, MONTHLY_ISSUANCE_(MI),14/05/1993
3649,54, MONTHLY_ISSUANCE_(MI),14/05/1993
555,24, MONTHLY_ISSUANCE_(MI),15/05/1993
3173,39, MONTHLY_ISSUANCE_(MI),15/05/1993
863,71, MONTHLY_ISSUANCE_(MI),16/05/1993
3181,42, MONTHLY_ISSUANCE_(MI),16/05/1993
3210,1, MONTHLY_ISSUANCE_(MI),17/05/1993
489,16, MONTHLY_ISSUANCE_(MI),17/05/1993
947,59, MONTHLY_ISSUANCE_(MI),17/05/1993
3284,64, MONTHLY_ISSUANCE_(MI),17/05/1993
1610,52, MONTHLY_ISSUANCE_(MI),17/05/1993
4225,55, MONTHLY_ISSUANCE_(MI),18/05/1993
1412,64, MONTHLY_ISSUANCE_(MI),18/05/1993
1937,36, MONTHLY_ISSUANCE_(MI),18/05/1993
991,39, MONTHLY_ISSUANCE_(MI),18/05/1993
1180,20, MONTHLY_ISSUANCE_(MI),19/05/1993
2758,70, MONTHLY_ISSUANCE_(MI),19/05/1993
2711,58, MONTHLY_ISSUANCE_(MI),19/05/1993
1652,74, MONTHLY_ISSUANCE_(MI),20/05/1993
3099,70, MONTHLY_ISSUANCE_(MI),20/05/1993
11111,1, MONTHLY_ISSUANCE_(MI),20/05/1993
9591,74, MONTHLY_ISSUANCE_(MI),20/05/1993
9828,11, MONTHLY_ISSUANCE_(MI),20/05/1993
5385,44,WEEKLY_ISSUANCE_(WI),21/05/1993
23,30, MONTHLY_ISSUANCE_(MI),22/05/1993
2645,54, MONTHLY_ISSUANCE_(MI),22/05/1993
2991,19, MONTHLY_ISSUANCE_(MI),22/05/1993
3469,76, MONTHLY_ISSUANCE_(MI),22/05/1993
1851,55, MONTHLY_ISSUANCE_(MI),23/05/1993
3844,67, MONTHLY_ISSUANCE_(MI),23/05/1993
1442,23, MONTHLY_ISSUANCE_(MI),23/05/1993
3064,40, MONTHLY_ISSUANCE_(MI),23/05/1993
3558,4, MONTHLY_ISSUANCE_(MI),23/05/1993
1534,1, MONTHLY_ISSUANCE_(MI),24/05/1993
334,1, MONTHLY_ISSUANCE_(MI),24/05/1993
1786,1, MONTHLY_ISSUANCE_(MI),25/05/1993
