account_id,district_id,frequency,date
982,54,POPLATEK MESICNE,05/02/1993
411,70,POPLATEK MESICNE,05/02/1993
890,14,POPLATEK MESICNE,05/02/1993
627,63,POPLATEK MESICNE,05/02/1993
2429,61,POPLATEK MESICNE,06/02/1993
3960,64,POPLATEK MESICNE,06/02/1993
2256,48,POPLATEK MESICNE,06/02/1993
8051,1,POPLATEK TYDNE,07/02/1993
2647,73,POPLATEK MESICNE,08/02/1993
2241,6,POPLATEK MESICNE,08/02/1993
5622,70,POPLATEK MESICNE,08/02/1993
2884,1,POPLATEK MESICNE,08/02/1993
1830,10,POPLATEK MESICNE,08/02/1993
7753,74,POPLATEK MESICNE,08/02/1993
244,24,POPLATEK MESICNE,08/02/1993
1477,1,POPLATEK MESICNE,08/02/1993
4240,50,POPLATEK MESICNE,08/02/1993
1006,6,POPLATEK MESICNE,08/02/1993
830,74,POPLATEK MESICNE,08/02/1993
9188,45,POPLATEK MESICNE,08/02/1993
1965,57,POPLATEK PO OBRATU,08/02/1993
1134,6,POPLATEK MESICNE,09/02/1993
1601,10,POPLATEK MESICNE,09/02/1993
2861,38,POPLATEK MESICNE,10/02/1993
813,16,POPLATEK MESICNE,10/02/1993
2585,75,POPLATEK MESICNE,10/02/1993
2220,16,POPLATEK MESICNE,10/02/1993
2763,64,POPLATEK MESICNE,11/02/1993
2342,51,POPLATEK MESICNE,11/02/1993
1944,72,POPLATEK MESICNE,12/02/1993
1966,27,POPLATEK MESICNE,12/02/1993
1801,46,POPLATEK MESICNE,13/02/1993
2543,68,POPLATEK MESICNE,13/02/1993
2293,31,POPLATEK MESICNE,13/02/1993
11013,1,POPLATEK TYDNE,14/02/1993
2423,30,POPLATEK MESICNE,14/02/1993
142,51,POPLATEK MESICNE,15/02/1993
3424,74,POPLATEK MESICNE,16/02/1993
539,13,POPLATEK PO OBRATU,16/02/1993
979,21,POPLATEK MESICNE,16/02/1993
3554,66,POPLATEK MESICNE,16/02/1993
3545,51,POPLATEK MESICNE,17/02/1993
3047,16,POPLATEK MESICNE,17/02/1993
3374,21,POPLATEK MESICNE,17/02/1993
96,68,POPLATEK MESICNE,18/02/1993
461,30,POPLATEK MESICNE,18/02/1993
3593,1,POPLATEK MESICNE,18/02/1993
3026,24,POPLATEK MESICNE,18/02/1993
1054,10,POPLATEK MESICNE,19/02/1993
2433,71,POPLATEK MESICNE,19/02/1993
3691,50,POPLATEK MESICNE,19/02/1993
3787,70,POPLATEK MESICNE,19/02/1993
128,2,POPLATEK MESICNE,19/02/1993
3168,39,POPLATEK MESICNE,20/02/1993
4937,12,POPLATEK MESICNE,20/02/1993
2124,69,POPLATEK MESICNE,20/02/1993
322,1,POPLATEK MESICNE,20/02/1993
4355,31,POPLATEK MESICNE,21/02/1993
1678,1,POPLATEK MESICNE,22/02/1993
2396,2,POPLATEK MESICNE,22/02/1993
1005,54,POPLATEK TYDNE,23/02/1993
697,28,POPLATEK MESICNE,23/02/1993
925,59,POPLATEK MESICNE,23/02/1993
2110,64,POPLATEK MESICNE,23/02/1993
1366,60,POPLATEK MESICNE,24/02/1993
1050,57,POPLATEK PO OBRATU,24/02/1993
3117,33,POPLATEK MESICNE,24/02/1993
562,50,POPLATEK MESICNE,25/02/1993
5369,54,POPLATEK MESICNE,25/02/1993
2242,7,POPLATEK TYDNE,25/02/1993
197,1,POPLATEK MESICNE,25/02/1993
496,69,POPLATEK MESICNE,26/02/1993
2,1,POPLATEK MESICNE,26/02/1993
7401,1,POPLATEK MESICNE,26/02/1993
2486,1,POPLATEK MESICNE,27/02/1993
428,1,POPLATEK MESICNE,27/02/1993
3651,23,POPLATEK MESICNE,27/02/1993
1775,17,POPLATEK MESICNE,27/02/1993
1688,70,POPLATEK MESICNE,27/02/1993
361,51,POPLATEK MESICNE,27/02/1993
1829,43,POPLATEK MESICNE,27/02/1993
1575,1,POPLATEK MESICNE,27/02/1993
9203,70,POPLATEK MESICNE,27/02/1993
3008,72,POPLATEK MESICNE,27/02/1993
239,69,POPLATEK TYDNE,01/03/1993
3302,21,POPLATEK MESICNE,02/03/1993
415,25,POPLATEK MESICNE,03/03/1993
3513,20,POPLATEK MESICNE,03/03/1993
4134,7,POPLATEK MESICNE,03/03/1993
1077,14,POPLATEK MESICNE,03/03/1993
1713,43,POPLATEK MESICNE,03/03/1993
1378,59,POPLATEK MESICNE,04/03/1993
2503,1,POPLATEK MESICNE,05/03/1993
559,46,POPLATEK MESICNE,05/03/1993
6555,38,POPLATEK TYDNE,05/03/1993
744,42,POPLATEK MESICNE,06/03/1993
882,9,POPLATEK MESICNE,06/03/1993
86,54,POPLATEK MESICNE,07/03/1993
1126,56,POPLATEK MESICNE,08/03/1993
2666,49,POPLATEK MESICNE,08/03/1993
944,70,POPLATEK MESICNE,08/03/1993
1545,1,POPLATEK MESICNE,08/03/1993
2453,1,POPLATEK MESICNE,08/03/1993
3734,43,POPLATEK MESICNE,08/03/1993
3935,23,POPLATEK MESICNE,08/03/1993
396,21,POPLATEK MESICNE,08/03/1993
2694,7,POPLATEK MESICNE,08/03/1993
4596,74,POPLATEK MESICNE,09/03/1993
2489,72,POPLATEK MESICNE,09/03/1993
2895,19,POPLATEK MESICNE,09/03/1993
317,76,POPLATEK MESICNE,10/03/1993
2555,53,POPLATEK MESICNE,10/03/1993
494,60,POPLATEK MESICNE,11/03/1993
2219,60,POPLATEK MESICNE,11/03/1993
2581,72,POPLATEK MESICNE,11/03/1993
112,6,POPLATEK MESICNE,12/03/1993
3674,38,POPLATEK MESICNE,12/03/1993
2039,44,POPLATEK MESICNE,12/03/1993
2712,9,POPLATEK MESICNE,12/03/1993
395,1,POPLATEK MESICNE,12/03/1993
2974,9,POPLATEK MESICNE,13/03/1993
123,21,POPLATEK MESICNE,13/03/1993
9640,1,POPLATEK MESICNE,13/03/1993
3108,53,POPLATEK MESICNE,14/03/1993
2508,34,POPLATEK MESICNE,14/03/1993
2458,40,POPLATEK TYDNE,14/03/1993
588,66,POPLATEK MESICNE,14/03/1993
7231,10,POPLATEK MESICNE,14/03/1993
6701,49,POPLATEK TYDNE,15/03/1993
3883,72,POPLATEK MESICNE,15/03/1993
222,37,POPLATEK MESICNE,15/03/1993
2497,65,POPLATEK MESICNE,16/03/1993
1372,1,POPLATEK MESICNE,16/03/1993
3835,50,POPLATEK MESICNE,16/03/1993
7445,64,POPLATEK MESICNE,18/03/1993
2527,38,POPLATEK MESICNE,19/03/1993
425,9,POPLATEK MESICNE,19/03/1993
860,1,POPLATEK MESICNE,19/03/1993
6034,6,POPLATEK TYDNE,19/03/1993
11065,11,POPLATEK MESICNE,19/03/1993
9883,1,POPLATEK MESICNE,19/03/1993
115,68,POPLATEK MESICNE,19/03/1993
1189,59,POPLATEK MESICNE,19/03/1993
3675,64,POPLATEK MESICNE,20/03/1993
3069,66,POPLATEK MESICNE,20/03/1993
2762,19,POPLATEK MESICNE,20/03/1993
892,70,POPLATEK MESICNE,20/03/1993
1535,46,POPLATEK MESICNE,20/03/1993
2618,60,POPLATEK MESICNE,21/03/1993
2651,2,POPLATEK MESICNE,21/03/1993
5442,34,POPLATEK MESICNE,22/03/1993
1787,30,POPLATEK TYDNE,22/03/1993
1397,17,POPLATEK MESICNE,22/03/1993
3785,10,POPLATEK MESICNE,24/03/1993
623,1,POPLATEK MESICNE,24/03/1993
8260,31,POPLATEK MESICNE,24/03/1993
3678,1,POPLATEK MESICNE,24/03/1993
3001,1,POPLATEK MESICNE,24/03/1993
655,53,POPLATEK MESICNE,24/03/1993
4093,1,POPLATEK MESICNE,25/03/1993
3260,68,POPLATEK MESICNE,25/03/1993
2528,65,POPLATEK MESICNE,25/03/1993
2011,75,POPLATEK MESICNE,25/03/1993
1721,68,POPLATEK MESICNE,25/03/1993
1332,59,POPLATEK MESICNE,25/03/1993
1402,74,POPLATEK MESICNE,26/03/1993
3283,68,POPLATEK MESICNE,26/03/1993
3781,31,POPLATEK MESICNE,26/03/1993
7203,71,POPLATEK MESICNE,26/03/1993
1065,72,POPLATEK MESICNE,27/03/1993
3076,54,POPLATEK MESICNE,27/03/1993
4347,1,POPLATEK MESICNE,27/03/1993
1157,7,POPLATEK MESICNE,27/03/1993
9403,1,POPLATEK TYDNE,27/03/1993
1874,9,POPLATEK MESICNE,27/03/1993
1115,34,POPLATEK MESICNE,27/03/1993
3586,59,POPLATEK MESICNE,27/03/1993
62,47,POPLATEK MESICNE,28/03/1993
1771,69,POPLATEK MESICNE,28/03/1993
5483,13,POPLATEK MESICNE,28/03/1993
8330,48,POPLATEK MESICNE,28/03/1993
187,5,POPLATEK MESICNE,28/03/1993
423,12,POPLATEK MESICNE,28/03/1993
6425,31,POPLATEK MESICNE,29/03/1993
2493,62,POPLATEK MESICNE,29/03/1993
2896,29,POPLATEK MESICNE,30/03/1993
2245,29,POPLATEK MESICNE,30/03/1993
3923,52,POPLATEK MESICNE,30/03/1993
1898,70,POPLATEK MESICNE,01/04/1993
3367,1,POPLATEK MESICNE,01/04/1993
3391,74,POPLATEK MESICNE,01/04/1993
8519,23,POPLATEK MESICNE,02/04/1993
1780,1,POPLATEK MESICNE,02/04/1993
3915,65,POPLATEK MESICNE,02/04/1993
3980,75,POPLATEK MESICNE,03/04/1993
4350,63,POPLATEK MESICNE,04/04/1993
686,41,POPLATEK MESICNE,04/04/1993
362,15,POPLATEK MESICNE,04/04/1993
299,77,POPLATEK MESICNE,05/04/1993
2488,5,POPLATEK MESICNE,06/04/1993
2985,71,POPLATEK MESICNE,06/04/1993
385,5,POPLATEK MESICNE,07/04/1993
2817,56,POPLATEK MESICNE,07/04/1993
2056,58,POPLATEK MESICNE,07/04/1993
2002,1,POPLATEK MESICNE,08/04/1993
748,10,POPLATEK MESICNE,08/04/1993
220,72,POPLATEK MESICNE,09/04/1993
1422,68,POPLATEK MESICNE,09/04/1993
1147,44,POPLATEK MESICNE,10/04/1993
3788,70,POPLATEK MESICNE,10/04/1993
1891,32,POPLATEK MESICNE,10/04/1993
1239,1,POPLATEK MESICNE,10/04/1993
8321,77,POPLATEK MESICNE,12/04/1993
3213,51,POPLATEK MESICNE,12/04/1993
2838,3,POPLATEK TYDNE,13/04/1993
3644,38,POPLATEK MESICNE,13/04/1993
4318,33,POPLATEK TYDNE,13/04/1993
2648,51,POPLATEK MESICNE,13/04/1993
2313,26,POPLATEK TYDNE,13/04/1993
5428,24,POPLATEK MESICNE,14/04/1993
7123,64,POPLATEK PO OBRATU,14/04/1993
279,39,POPLATEK MESICNE,14/04/1993
104,37,POPLATEK MESICNE,15/04/1993
497,55,POPLATEK MESICNE,15/04/1993
1152,45,POPLATEK MESICNE,15/04/1993
83,26,POPLATEK MESICNE,16/04/1993
2008,52,POPLATEK MESICNE,16/04/1993
3327,45,POPLATEK MESICNE,16/04/1993
5740,43,POPLATEK MESICNE,16/04/1993
8132,5,POPLATEK TYDNE,17/04/1993
10738,45,POPLATEK TYDNE,17/04/1993
2216,74,POPLATEK MESICNE,17/04/1993
1815,66,POPLATEK MESICNE,17/04/1993
2823,57,POPLATEK MESICNE,18/04/1993
4321,47,POPLATEK MESICNE,18/04/1993
1773,33,POPLATEK MESICNE,19/04/1993
7454,4,POPLATEK MESICNE,19/04/1993
188,54,POPLATEK MESICNE,20/04/1993
10973,18,POPLATEK TYDNE,20/04/1993
2599,48,POPLATEK MESICNE,20/04/1993
1166,11,POPLATEK MESICNE,21/04/1993
504,73,POPLATEK MESICNE,21/04/1993
1518,67,POPLATEK MESICNE,21/04/1993
2189,75,POPLATEK MESICNE,22/04/1993
6040,1,POPLATEK MESICNE,22/04/1993
2876,52,POPLATEK MESICNE,22/04/1993
1505,69,POPLATEK MESICNE,23/04/1993
6897,48,POPLATEK MESICNE,23/04/1993
4377,28,POPLATEK MESICNE,24/04/1993
717,75,POPLATEK MESICNE,24/04/1993
9707,70,POPLATEK MESICNE,24/04/1993
2814,72,POPLATEK MESICNE,25/04/1993
3068,59,POPLATEK MESICNE,25/04/1993
1476,61,POPLATEK MESICNE,26/04/1993
897,38,POPLATEK MESICNE,26/04/1993
977,1,POPLATEK MESICNE,26/04/1993
2639,17,POPLATEK MESICNE,26/04/1993
1032,11,POPLATEK MESICNE,26/04/1993
928,20,POPLATEK MESICNE,26/04/1993
168,31,POPLATEK MESICNE,27/04/1993
2175,1,POPLATEK MESICNE,27/04/1993
10105,55,POPLATEK MESICNE,28/04/1993
1392,60,POPLATEK MESICNE,28/04/1993
3697,45,POPLATEK MESICNE,29/04/1993
5313,40,POPLATEK MESICNE,29/04/1993
2222,47,POPLATEK MESICNE,01/05/1993
2641,7,POPLATEK MESICNE,02/05/1993
5423,15,POPLATEK MESICNE,02/05/1993
2609,73,POPLATEK MESICNE,03/05/1993
5472,1,POPLATEK MESICNE,04/05/1993
2932,72,POPLATEK MESICNE,04/05/1993
4254,70,POPLATEK MESICNE,04/05/1993
3965,31,POPLATEK MESICNE,04/05/1993
10656,8,POPLATEK MESICNE,05/05/1993
887,1,POPLATEK MESICNE,05/05/1993
4743,64,POPLATEK MESICNE,05/05/1993
1048,35,POPLATEK MESICNE,05/05/1993
1671,6,POPLATEK MESICNE,05/05/1993
1236,19,POPLATEK MESICNE,05/05/1993
1822,30,POPLATEK MESICNE,05/05/1993
3316,28,POPLATEK MESICNE,06/05/1993
2037,20,POPLATEK MESICNE,06/05/1993
10079,62,POPLATEK MESICNE,06/05/1993
3999,35,POPLATEK MESICNE,06/05/1993
551,77,POPLATEK MESICNE,07/05/1993
1200,33,POPLATEK MESICNE,07/05/1993
1161,66,POPLATEK MESICNE,08/05/1993
5372,48,POPLATEK MESICNE,08/05/1993
3050,60,POPLATEK MESICNE,08/05/1993
1784,59,POPLATEK MESICNE,08/05/1993
1603,1,POPLATEK MESICNE,09/05/1993
1887,68,POPLATEK MESICNE,09/05/1993
1644,1,POPLATEK MESICNE,09/05/1993
1658,73,POPLATEK MESICNE,10/05/1993
44,32,POPLATEK MESICNE,10/05/1993
1039,70,POPLATEK TYDNE,10/05/1993
1071,68,POPLATEK TYDNE,10/05/1993
2410,54,POPLATEK MESICNE,11/05/1993
2523,10,POPLATEK MESICNE,11/05/1993
790,54,POPLATEK MESICNE,11/05/1993
2583,62,POPLATEK MESICNE,11/05/1993
1782,8,POPLATEK MESICNE,12/05/1993
751,3,POPLATEK MESICNE,12/05/1993
2061,24,POPLATEK MESICNE,12/05/1993
8261,13,POPLATEK MESICNE,12/05/1993
2321,35,POPLATEK MESICNE,13/05/1993
1334,74,POPLATEK MESICNE,14/05/1993
3649,54,POPLATEK MESICNE,14/05/1993
555,24,POPLATEK MESICNE,15/05/1993
3173,39,POPLATEK MESICNE,15/05/1993
863,71,POPLATEK MESICNE,16/05/1993
3181,42,POPLATEK MESICNE,16/05/1993
3210,1,POPLATEK MESICNE,17/05/1993
489,16,POPLATEK MESICNE,17/05/1993
947,59,POPLATEK MESICNE,17/05/1993
3284,64,POPLATEK MESICNE,17/05/1993
1610,52,POPLATEK MESICNE,17/05/1993
4225,55,POPLATEK MESICNE,18/05/1993
1412,64,POPLATEK MESICNE,18/05/1993
1937,36,POPLATEK MESICNE,18/05/1993
991,39,POPLATEK MESICNE,18/05/1993
1180,20,POPLATEK MESICNE,19/05/1993
2758,70,POPLATEK MESICNE,19/05/1993
2711,58,POPLATEK MESICNE,19/05/1993
1652,74,POPLATEK MESICNE,20/05/1993
3099,70,POPLATEK MESICNE,20/05/1993
11111,1,POPLATEK MESICNE,20/05/1993
9591,74,POPLATEK MESICNE,20/05/1993
9828,11,POPLATEK MESICNE,20/05/1993
5385,44,POPLATEK TYDNE,21/05/1993
23,30,POPLATEK MESICNE,22/05/1993
2645,54,POPLATEK MESICNE,22/05/1993
2991,19,POPLATEK MESICNE,22/05/1993
3469,76,POPLATEK MESICNE,22/05/1993
1851,55,POPLATEK MESICNE,23/05/1993
3844,67,POPLATEK MESICNE,23/05/1993
1442,23,POPLATEK MESICNE,23/05/1993
3064,40,POPLATEK MESICNE,23/05/1993
3558,4,POPLATEK MESICNE,23/05/1993
1534,1,POPLATEK MESICNE,24/05/1993
334,1,POPLATEK MESICNE,24/05/1993
1786,1,POPLATEK MESICNE,25/05/1993
1272,40,POPLATEK TYDNE,25/05/1993
2436,67,POPLATEK MESICNE,25/05/1993
3796,53,POPLATEK MESICNE,25/05/1993
119,27,POPLATEK MESICNE,25/05/1993
3063,72,POPLATEK MESICNE,26/05/1993
18,43,POPLATEK TYDNE,26/05/1993
11320,44,POPLATEK MESICNE,26/05/1993
3888,39,POPLATEK MESICNE,27/05/1993
1584,30,POPLATEK MESICNE,27/05/1993
5546,43,POPLATEK MESICNE,28/05/1993
2029,55,POPLATEK MESICNE,29/05/1993
10911,1,POPLATEK TYDNE,29/05/1993
2467,33,POPLATEK MESICNE,29/05/1993
2962,1,POPLATEK MESICNE,30/05/1993
165,25,POPLATEK MESICNE,01/06/1993
1617,45,POPLATEK MESICNE,01/06/1993
327,54,POPLATEK MESICNE,02/06/1993
2068,21,POPLATEK MESICNE,02/06/1993
4448,60,POPLATEK MESICNE,02/06/1993
640,32,POPLATEK MESICNE,02/06/1993
510,1,POPLATEK TYDNE,02/06/1993
2534,61,POPLATEK MESICNE,03/06/1993
1018,7,POPLATEK MESICNE,03/06/1993
1285,65,POPLATEK MESICNE,04/06/1993
3670,27,POPLATEK MESICNE,04/06/1993
1743,51,POPLATEK MESICNE,04/06/1993
3072,8,POPLATEK MESICNE,05/06/1993
2146,31,POPLATEK MESICNE,05/06/1993
4576,27,POPLATEK MESICNE,05/06/1993
3258,53,POPLATEK MESICNE,05/06/1993
2176,67,POPLATEK MESICNE,06/06/1993
8934,51,POPLATEK MESICNE,06/06/1993
1999,70,POPLATEK MESICNE,06/06/1993
2741,15,POPLATEK MESICNE,07/06/1993
4427,32,POPLATEK MESICNE,07/06/1993
3682,70,POPLATEK MESICNE,07/06/1993
2862,33,POPLATEK MESICNE,07/06/1993
3032,5,POPLATEK MESICNE,07/06/1993
701,69,POPLATEK MESICNE,08/06/1993
6281,56,POPLATEK MESICNE,08/06/1993
306,16,POPLATEK MESICNE,08/06/1993
1207,67,POPLATEK MESICNE,08/06/1993
1247,25,POPLATEK MESICNE,08/06/1993
5343,64,POPLATEK MESICNE,08/06/1993
5129,68,POPLATEK MESICNE,08/06/1993
3713,14,POPLATEK TYDNE,08/06/1993
2327,19,POPLATEK MESICNE,08/06/1993
774,1,POPLATEK MESICNE,08/06/1993
1990,1,POPLATEK MESICNE,09/06/1993
2388,30,POPLATEK MESICNE,09/06/1993
3566,21,POPLATEK MESICNE,09/06/1993
10266,54,POPLATEK MESICNE,10/06/1993
3771,22,POPLATEK MESICNE,11/06/1993
1978,57,POPLATEK TYDNE,11/06/1993
2022,72,POPLATEK MESICNE,11/06/1993
3542,49,POPLATEK MESICNE,11/06/1993
1515,11,POPLATEK MESICNE,11/06/1993
4171,28,POPLATEK MESICNE,12/06/1993
433,20,POPLATEK MESICNE,12/06/1993
1373,47,POPLATEK MESICNE,12/06/1993
3246,54,POPLATEK MESICNE,14/06/1993
1475,1,POPLATEK TYDNE,14/06/1993
3133,66,POPLATEK MESICNE,14/06/1993
2779,73,POPLATEK MESICNE,15/06/1993
135,75,POPLATEK MESICNE,15/06/1993
446,50,POPLATEK MESICNE,15/06/1993
9093,47,POPLATEK MESICNE,16/06/1993
432,46,POPLATEK MESICNE,16/06/1993
2880,71,POPLATEK MESICNE,16/06/1993
5767,72,POPLATEK MESICNE,16/06/1993
1998,1,POPLATEK MESICNE,17/06/1993
2554,36,POPLATEK MESICNE,18/06/1993
2933,10,POPLATEK MESICNE,18/06/1993
773,15,POPLATEK MESICNE,19/06/1993
4894,14,POPLATEK MESICNE,20/06/1993
3969,39,POPLATEK MESICNE,20/06/1993
1277,31,POPLATEK MESICNE,20/06/1993
5120,1,POPLATEK MESICNE,21/06/1993
738,34,POPLATEK MESICNE,21/06/1993
1299,1,POPLATEK MESICNE,21/06/1993
148,8,POPLATEK MESICNE,21/06/1993
899,72,POPLATEK MESICNE,21/06/1993
3521,75,POPLATEK MESICNE,22/06/1993
3786,21,POPLATEK MESICNE,22/06/1993
886,1,POPLATEK MESICNE,23/06/1993
5228,77,POPLATEK PO OBRATU,23/06/1993
702,12,POPLATEK MESICNE,23/06/1993
300,1,POPLATEK MESICNE,23/06/1993
1451,64,POPLATEK MESICNE,24/06/1993
2940,54,POPLATEK MESICNE,24/06/1993
1837,23,POPLATEK MESICNE,24/06/1993
3954,22,POPLATEK MESICNE,25/06/1993
885,1,POPLATEK MESICNE,25/06/1993
2697,8,POPLATEK MESICNE,26/06/1993
8129,45,POPLATEK MESICNE,26/06/1993
1930,3,POPLATEK MESICNE,27/06/1993
2411,69,POPLATEK MESICNE,27/06/1993
3775,19,POPLATEK MESICNE,27/06/1993
9034,1,POPLATEK MESICNE,28/06/1993
902,74,POPLATEK MESICNE,29/06/1993
630,71,POPLATEK MESICNE,29/06/1993
3096,68,POPLATEK MESICNE,29/06/1993
2552,52,POPLATEK MESICNE,01/07/1993
3435,59,POPLATEK MESICNE,01/07/1993
5215,55,POPLATEK MESICNE,01/07/1993
36,1,POPLATEK MESICNE,01/07/1993
2687,76,POPLATEK MESICNE,01/07/1993
1861,54,POPLATEK MESICNE,02/07/1993
2464,33,POPLATEK PO OBRATU,02/07/1993
2736,72,POPLATEK MESICNE,02/07/1993
1145,31,POPLATEK MESICNE,03/07/1993
2298,31,POPLATEK MESICNE,03/07/1993
929,54,POPLATEK MESICNE,03/07/1993
381,68,POPLATEK MESICNE,04/07/1993
3778,52,POPLATEK MESICNE,04/07/1993
1118,48,POPLATEK MESICNE,04/07/1993
4352,2,POPLATEK MESICNE,05/07/1993
1322,17,POPLATEK MESICNE,05/07/1993
1852,35,POPLATEK MESICNE,05/07/1993
8173,11,POPLATEK MESICNE,05/07/1993
2705,63,POPLATEK PO OBRATU,05/07/1993
9472,1,POPLATEK TYDNE,06/07/1993
368,77,POPLATEK MESICNE,06/07/1993
1425,76,POPLATEK MESICNE,06/07/1993
8027,44,POPLATEK TYDNE,07/07/1993
3261,1,POPLATEK MESICNE,07/07/1993
35,75,POPLATEK MESICNE,07/07/1993
2186,63,POPLATEK MESICNE,07/07/1993
1566,73,POPLATEK MESICNE,07/07/1993
78,74,POPLATEK MESICNE,07/07/1993
3939,70,POPLATEK MESICNE,08/07/1993
2584,50,POPLATEK MESICNE,08/07/1993
2336,39,POPLATEK MESICNE,08/07/1993
2078,62,POPLATEK MESICNE,08/07/1993
